praia,latitude,longitude,data,hora,altura,hora_decimal,mes,ano,dia_mes,semana_ano,dia_da_semana
barra_norte,0.0,0.0,2025-05-05,13:49,2.97,13.816666666666666,5,2025,5,19,Monday
barra_norte,0.0,0.0,2025-05-05,19:57,0.21,19.95,5,2025,5,19,Monday
barra_norte,0.0,0.0,2025-06-05,02:08,2.72,2.1333333333333333,6,2025,5,23,Thursday
barra_norte,0.0,0.0,2025-06-05,08:02,1.04,8.033333333333333,6,2025,5,23,Thursday
barra_norte,0.0,0.0,2025-06-05,14:14,2.7,14.233333333333333,6,2025,5,23,Thursday
barra_norte,0.0,0.0,2025-06-05,20:40,0.62,20.666666666666668,6,2025,5,23,Thursday
barra_norte,0.0,0.0,2025-07-05,02:38,2.96,2.6333333333333333,7,2025,5,27,Saturday
barra_norte,0.0,0.0,2025-07-05,08:29,0.91,8.483333333333333,7,2025,5,27,Saturday
barra_norte,0.0,0.0,2025-07-05,14:49,2.79,14.816666666666666,7,2025,5,27,Saturday
barra_norte,0.0,0.0,2025-07-05,21:04,0.43,21.066666666666666,7,2025,5,27,Saturday
barra_norte,0.0,0.0,2025-08-05,03:12,2.73,3.2,8,2025,5,32,Tuesday
barra_norte,0.0,0.0,2025-08-05,09:14,1.04,9.233333333333333,8,2025,5,32,Tuesday
barra_norte,0.0,0.0,2025-08-05,15:29,2.72,15.483333333333333,8,2025,5,32,Tuesday
barra_norte,0.0,0.0,2025-08-05,21:55,0.72,21.916666666666668,8,2025,5,32,Tuesday
barra_norte,0.0,0.0,2025-09-05,03:44,2.83,3.7333333333333334,9,2025,5,36,Friday
barra_norte,0.0,0.0,2025-09-05,09:53,1.0,9.883333333333333,9,2025,5,36,Friday
barra_norte,0.0,0.0,2025-09-05,15:57,2.71,15.95,9,2025,5,36,Friday
barra_norte,0.0,0.0,2025-09-05,22:21,0.58,22.35,9,2025,5,36,Friday
barra_norte,0.0,0.0,2025-10-05,04:14,2.83,4.233333333333333,10,2025,5,40,Sunday
barra_norte,0.0,0.0,2025-10-05,10:31,0.94,10.516666666666667,10,2025,5,40,Sunday
barra_norte,0.0,0.0,2025-10-05,16:40,2.85,16.666666666666668,10,2025,5,40,Sunday
barra_norte,0.0,0.0,2025-10-05,23:01,0.75,23.016666666666666,10,2025,5,40,Sunday
barra_norte,0.0,0.0,2025-11-05,04:53,2.82,4.883333333333333,11,2025,5,45,Wednesday
barra_norte,0.0,0.0,2025-11-05,11:16,0.95,11.266666666666667,11,2025,5,45,Wednesday
barra_norte,0.0,0.0,2025-11-05,17:06,2.75,17.1,11,2025,5,45,Wednesday
barra_norte,0.0,0.0,2025-11-05,23:42,0.65,23.7,11,2025,5,45,Wednesday
barra_norte,0.0,0.0,2025-12-05,05:12,3.0,5.2,12,2025,5,49,Friday
barra_norte,0.0,0.0,2025-12-05,11:32,0.76,11.533333333333333,12,2025,5,49,Friday
barra_norte,0.0,0.0,2025-12-05,17:46,3.03,17.766666666666666,12,2025,5,49,Friday
barra_norte,0.0,0.0,2025-12-05,23:59,0.74,23.983333333333334,12,2025,5,49,Friday
barra_norte,0.0,0.0,2025-01-06,01:06,3.27,1.1,1,2025,6,2,Monday
barra_norte,0.0,0.0,2025-01-06,07:02,0.67,7.033333333333333,1,2025,6,2,Monday
barra_norte,0.0,0.0,2025-01-06,13:14,3.08,13.233333333333333,1,2025,6,2,Monday
barra_norte,0.0,0.0,2025-01-06,19:27,0.2,19.45,1,2025,6,2,Monday
barra_norte,0.0,0.0,2025-02-06,01:42,3.03,1.7,2,2025,6,6,Thursday
barra_norte,0.0,0.0,2025-02-06,07:32,0.75,7.533333333333333,2,2025,6,6,Thursday
barra_norte,0.0,0.0,2025-02-06,13:59,2.98,13.983333333333333,2,2025,6,6,Thursday
barra_norte,0.0,0.0,2025-02-06,20:02,0.44,20.033333333333335,2,2025,6,6,Thursday
barra_norte,0.0,0.0,2025-03-06,02:04,3.09,2.066666666666667,3,2025,6,10,Thursday
barra_norte,0.0,0.0,2025-03-06,08:02,0.82,8.033333333333333,3,2025,6,10,Thursday
barra_norte,0.0,0.0,2025-03-06,14:12,2.9,14.2,3,2025,6,10,Thursday
barra_norte,0.0,0.0,2025-03-06,20:29,0.44,20.483333333333334,3,2025,6,10,Thursday
barra_norte,0.0,0.0,2025-04-06,02:40,3.0,2.6666666666666665,4,2025,6,14,Sunday
barra_norte,0.0,0.0,2025-04-06,08:31,0.74,8.516666666666667,4,2025,6,14,Sunday
barra_norte,0.0,0.0,2025-04-06,15:01,2.94,15.016666666666667,4,2025,6,14,Sunday
barra_norte,0.0,0.0,2025-04-06,21:02,0.61,21.033333333333335,4,2025,6,14,Sunday
barra_norte,0.0,0.0,2025-05-06,03:04,2.95,3.066666666666667,5,2025,6,19,Tuesday
barra_norte,0.0,0.0,2025-05-06,09:10,0.91,9.166666666666666,5,2025,6,19,Tuesday
barra_norte,0.0,0.0,2025-05-06,15:16,2.79,15.266666666666667,5,2025,6,19,Tuesday
barra_norte,0.0,0.0,2025-05-06,21:44,0.65,21.733333333333334,5,2025,6,19,Tuesday
barra_norte,0.0,0.0,2025-06-06,03:38,3.01,3.6333333333333333,6,2025,6,23,Friday
barra_norte,0.0,0.0,2025-06-06,09:34,0.7,9.566666666666666,6,2025,6,23,Friday
barra_norte,0.0,0.0,2025-06-06,16:04,2.94,16.066666666666666,6,2025,6,23,Friday
barra_norte,0.0,0.0,2025-06-06,22:04,0.75,22.066666666666666,6,2025,6,23,Friday
barra_norte,0.0,0.0,2025-07-06,04:04,2.88,4.066666666666666,7,2025,6,27,Sunday
barra_norte,0.0,0.0,2025-07-06,10:32,0.92,10.533333333333333,7,2025,6,27,Sunday
barra_norte,0.0,0.0,2025-07-06,16:25,2.76,16.416666666666668,7,2025,6,27,Sunday
barra_norte,0.0,0.0,2025-07-06,22:59,0.81,22.983333333333334,7,2025,6,27,Sunday
barra_norte,0.0,0.0,2025-08-06,04:40,3.06,4.666666666666667,8,2025,6,32,Wednesday
barra_norte,0.0,0.0,2025-08-06,10:42,0.62,10.7,8,2025,6,32,Wednesday
barra_norte,0.0,0.0,2025-08-06,17:12,3.0,17.2,8,2025,6,32,Wednesday
barra_norte,0.0,0.0,2025-08-06,23:10,0.84,23.166666666666668,8,2025,6,32,Wednesday
barra_norte,0.0,0.0,2025-09-06,05:06,2.89,5.1,9,2025,6,36,Saturday
barra_norte,0.0,0.0,2025-09-06,11:40,0.85,11.666666666666666,9,2025,6,36,Saturday
barra_norte,0.0,0.0,2025-09-06,17:36,2.82,17.6,9,2025,6,36,Saturday
barra_norte,0.0,0.0,2025-09-06,23:59,0.93,23.983333333333334,9,2025,6,36,Saturday
barra_norte,0.0,0.0,2025-10-06,05:44,3.17,5.733333333333333,10,2025,6,41,Monday
barra_norte,0.0,0.0,2025-10-06,11:49,0.5,11.816666666666666,10,2025,6,41,Monday
barra_norte,0.0,0.0,2025-10-06,18:19,3.12,18.316666666666666,10,2025,6,41,Monday
barra_norte,0.0,0.0,2025-11-06,06:02,2.95,6.033333333333333,11,2025,6,45,Thursday
barra_norte,0.0,0.0,2025-11-06,12:25,0.78,12.416666666666666,11,2025,6,45,Thursday
